    E       Coeff1      Coeff2
-2.8105406902265218    1.17   3.4   
-2.8574768422774994    1.18   2.4   
-2.8572680867576725    1.18   2.41   
-2.8570522938385503    1.18   2.42   
-2.8568295491660383    1.18   2.43   
-2.8565999379707354    1.18   2.44   
-2.85636354506459    1.18   2.45   
-2.8561204548376202    1.18   2.46   
-2.855870751254686    1.18   2.47   
-2.85561451785234    1.18   2.48   
-2.855351837735743    1.18   2.49   
-2.8550827935756224    1.18   2.5   
-2.8548074676053243    1.18   2.51   
-2.854525941617909    1.18   2.52   
-2.8542382969633135    1.18   2.53   
-2.853944614545594    1.18   2.54   
-2.8536449748202153    1.18   2.55   
-2.853339457791412    1.18   2.56   
-2.8530281430096163    1.18   2.57   
-2.852711109568953    1.18   2.58   
-2.852388436104795    1.18   2.59   
-2.852060200791385    1.18   2.6   
-2.8517264813395324    1.18   2.61   
-2.8513873549943574    1.18   2.62   
-2.851042898533127    1.18   2.63   
-2.850693188263123    1.18   2.64   
-2.850338300019619    1.18   2.65   
-2.8499783091638813    1.18   2.66   
-2.8496132905812668    1.18   2.67   
-2.849243318679376    1.18   2.68   
-2.848868467386263    1.18   2.69   
-2.8484888101487345    1.18   2.7   
-2.8481044199306975    1.18   2.71   
-2.8477153692115786    1.18   2.72   
-2.8473217299848086    1.18   2.73   
-2.8469235737563823    1.18   2.74   
-2.8465209715434683    1.18   2.75   
-2.846113993873103    1.18   2.76   
-2.8457027107809374    1.18   2.77   
-2.8452871918100593    1.18   2.78   
-2.8448675060098814    1.18   2.79   
-2.8444437219350784    1.18   2.8   
-2.844015907644619    1.18   2.81   
-2.84358413070084    1.18   2.82   
-2.8431484581685966    1.18   2.83   
-2.8427089566144788    1.18   2.84   
-2.8422656921060816    1.18   2.85   
-2.8418187302113553    1.18   2.86   
-2.841368135998015    1.18   2.87   
-2.8409139740330103    1.18   2.88   
-2.840456307791127    1.18   2.89   
-2.8399952020475894    1.18   2.9   
-2.8395307192431094    1.18   2.91   
-2.839062921937606    1.18   2.92   
-2.8385918721885623    1.18   2.93   
-2.838117631550855    1.18   2.94   
-2.8376402610766918    1.18   2.95   
-2.8371598213155678    1.18   2.96   
-2.83667637231432    1.18   2.97   
-2.836189973617215    1.18   2.98   
-2.8357006842661088    1.18   2.99   
-2.8352085628006707    1.18   3.0   
-2.8347136672586526    1.18   3.01   
-2.834216055176236    1.18   3.02   
-2.8337157835884277    1.18   3.03   
-2.833212909029499    1.18   3.04   
-2.832707487533514    1.18   3.05   
-2.832199574634888    1.18   3.06   
-2.831689225369017    1.18   3.07   
-2.831176494272951    1.18   3.08   
-2.8306614353861375    1.18   3.09   
-2.830144102251203    1.18   3.1   
-2.829624547914804    1.18   3.11   
-2.8291028249285253    1.18   3.12   
-2.8285789853498167    1.18   3.13   
-2.828053080743013    1.18   3.14   
-2.827525162180374    1.18   3.15   
-2.8269952802432026    1.18   3.16   
-2.8264634850229773    1.18   3.17   
-2.825929826122586    1.18   3.18   
-2.825394352657549    1.18   3.19   
-2.824857113257345    1.18   3.2   
-2.824318156066741    1.18   3.21   
-2.8237775287472022    1.18   3.22   
-2.8232352784783186    1.18   3.23   
-2.8226914519593023    1.18   3.24   
-2.8221460954105178    1.18   3.25   
-2.8215992545750535    1.18   3.26   
-2.8210509747203347    1.18   3.27   
-2.8205013006397954    1.18   3.28   
-2.8199502766545743    1.18   3.29   
-2.819397946615253    1.18   3.3   
-2.818844353903651    1.18   3.31   
-2.8182895414346314    1.18   3.32   
-2.817733551657976    1.18   3.33   
-2.817176426560279    1.18   3.34   
-2.816618207666881    1.18   3.35   
-2.816058936043842    1.18   3.36   
-2.8154986522999446    1.18   3.37   
-2.814937396588749    1.18   3.38   
-2.814375208610654    1.18   3.39   
-2.8138121276150203    1.18   3.4   
-2.8579575653303184    1.19   2.4   
-2.857768919960938    1.19   2.41   
-2.8575734826636507    1.19   2.42   
-2.857371334922525    1.19   2.43   
-2.8571625578324067    1.19   2.44   
-2.8569472320956963    1.19   2.45   
-2.856725438019174    1.19   2.46   
-2.8564972555108827    1.19   2.47   
-2.8562627640770946    1.19   2.48   
-2.8560220428193093    1.19   2.49   
-2.8557751704313383    1.19   2.5   
-2.855522225196432    1.19   2.51   
-2.8552632849844803    1.19   2.52   
-2.854998427249283    1.19   2.53   
-2.854727729025858    1.19   2.54   
-2.854451266927832    1.19   2.55   
-2.8541691171448873    1.19   2.56   
-2.8538813554402704    1.19   2.57   
-2.853588057148373    1.19   2.58   
-2.853289297172349    1.19   2.59   
-2.852985149981832    1.19   2.6   
-2.852675689610683    1.19   2.61   
-2.8523609896548225    1.19   2.62   
-2.852041123270118    1.19   2.63   
-2.8517161631703285    1.19   2.64   
-2.8513861816251254    1.19   2.65   
-2.8510512504581724    1.19   2.66   
-2.8507114410452616    1.19   2.67   
-2.8503668243125175    1.19   2.68   
-2.8500174707346737    1.19   2.69   
-2.849663450333404    1.19   2.7   
-2.849304832675707    1.19   2.71   
-2.8489416868723794    1.19   2.72   
-2.848574081576536    1.19   2.73   
-2.8482020849821907    1.19   2.74   
-2.847825764822919    1.19   2.75   
-2.847445188370553    1.19   2.76   
-2.847060422433979    1.19   2.77   
-2.8466715333579597    1.19   2.78   
-2.8462785870220544    1.19   2.79   
-2.8458816488395695    1.19   2.8   
-2.8454807837566007    1.19   2.81   
-2.845076056251112    1.19   2.82   
-2.844667530332104    1.19   2.83   
-2.8442552695388184    1.19   2.84   
-2.843839336940025    1.19   2.85   
-2.8434197945453397    1.19   2.86   
-2.842996705685163    1.19   2.87   
-2.842570131395484    1.19   2.88   
-2.8421401328572102    1.19   2.89   
-2.8417067707780896    1.19   2.9   
-2.8412701053923466    1.19   2.91   
-2.8408301964603915    1.19   2.92   
-2.840387103268593    1.19   2.93   
-2.8399408846290912    1.19   2.94   
-2.839491598879684    1.19   2.95   
-2.839039303883769    1.19   2.96   
-2.8385840570303427    1.19   2.97   
-2.838125915234065    1.19   2.98   
-2.837664934935354    1.19   2.99   
-2.837201172100581    1.19   3.0   
-2.836734682222287    1.19   3.01   
-2.8362655203194618    1.19   3.02   
-2.8357937409378926    1.19   3.03   
-2.8353193981505593    1.19   3.04   
-2.834842545558068    1.19   3.05   
-2.8343632362891795    1.19   3.06   
-2.8338815230013323    1.19   3.07   
-2.8333974578812833    1.19   3.08   
-2.832911092645754    1.19   3.09   
-2.832422478542138    1.19   3.1   
-2.8319316663492797    1.19   3.11   
-2.831438706378272    1.19   3.12   
-2.830943648473341    1.19   3.13   
-2.830446542012741    1.19   3.14   
-2.8299474359097303    1.19   3.15   
-2.829446378613571    1.19   3.16   
-2.8289434181106032    1.19   3.17   
-2.8284386019253303    1.19   3.18   
-2.8279319771215894    1.19   3.19   
-2.8274235903037304    1.19   3.2   
-2.826913487617875    1.19   3.21   
-2.8264017147531937    1.19   3.22   
-2.825888316943231    1.19   3.23   
-2.8253733389672857    1.19   3.24   
-2.824856825151828    1.19   3.25   
-2.8243388193719436    1.19   3.26   
-2.823819365052844    1.19   3.27   
-2.8232985051713877    1.19   3.28   
-2.8227762822576774    1.19   3.29   
-2.8222527383966547    1.19   3.3   
-2.821727915229764    1.19   3.31   
-2.8212018539566435    1.19   3.32   
-2.8206745953368473    1.19   3.33   
-2.820146179691608    1.19   3.34   
-2.819616646905635    1.19   3.35   
-2.8190860364289514    1.19   3.36   
-2.818554387278753    1.19   3.37   
-2.8180217380413053    1.19   3.38   
-2.817488126873886    1.19   3.39   
-2.816953591506732    1.19   3.4   
-2.858401812816222    1.2   2.4   
-2.8582324429946615    1.2   2.41   
-2.858056521513473    1.2   2.42   
-2.8578741258286073    1.2   2.43   
-2.857685333032155    1.2   2.44   
-2.8574902198492103    1.2   2.45   
-2.857288862634812    1.2   2.46   
-2.8570813373709156    1.2   2.47   
-2.8568677196634615    1.2   2.48   
-2.856648084739463    1.2   2.49   
-2.8564225074441794    1.2   2.5   
-2.856191062238343    1.2   2.51   
-2.8559538231954433    1.2   2.52   
-2.8557108639990685    1.2   2.53   
-2.8554622579403137    1.2   2.54   
-2.855208077915239    1.2   2.55   
-2.854948396422399    1.2   2.56   
-2.8546832855604265    1.2   2.57   
-2.854412817025676    1.2   2.58   
-2.854137062109921    1.2   2.59   
-2.853856091698136    1.2   2.6   
-2.853569976266305    1.2   2.61   
-2.853278785879312    1.2   2.62   
-2.8529825901888985    1.2   2.63   
-2.8526814584316518    1.2   2.64   
-2.8523754594270905    1.2   2.65   
-2.8520646615757825    1.2   2.66   
-2.8517491328575417    1.2   2.67   
-2.851428940829672    1.2   2.68   
-2.8511041526252847    1.2   2.69   
-2.850774834951665    1.2   2.7   
-2.8504410540887095    1.2   2.71   
-2.8501028758874147    1.2   2.72   
-2.849760365768444    1.2   2.73   
-2.849413588720721    1.2   2.74   
-2.8490626093001286    1.2   2.75   
-2.8487074916282316    1.2   2.76   
-2.8483482993910756    1.2   2.77   
-2.8479850958380433    1.2   2.78   
-2.8476179437807763    1.2   2.79   
-2.8472469055921494    1.2   2.8   
-2.846872043205304    1.2   2.81   
-2.8464934181127535    1.2   2.82   
-2.846111090781879    1.2   2.83   
-2.8457251230163827    1.2   2.84   
-2.8453355743696913    1.2   2.85   
-2.8449425045639587    1.2   2.86   
-2.844545972877077    1.2   2.87   
-2.844146038142124    1.2   2.88   
-2.8437427587468793    1.2   2.89   
-2.8433361926333722    1.2   2.9   
-2.8429263972975276    1.2   2.91   
-2.842513429788829    1.2   2.92   
-2.842097346710061    1.2   2.93   
-2.841678204217107    1.2   2.94   
-2.8412560580187933    1.2   2.95   
-2.8408309633767916    1.2   2.96   
-2.840402975105583    1.2   2.97   
-2.839972147572477    1.2   2.98   
-2.8395385346976756    1.2   2.99   
-2.839102189954394    1.2   3.0   
-2.8386631663690425    1.2   3.01   
-2.8382215165214615    1.2   3.02   
-2.837777292545189    1.2   3.03   
-2.8373305461278098    1.2   3.04   
-2.8368813285113386    1.2   3.05   
-2.836429690492648    1.2   3.06   
-2.835975682423974    1.2   3.07   
-2.8355193542134396    1.2   3.08   
-2.8350607553256446    1.2   3.09   
-2.8345999347823168    1.2   3.1   
-2.8341369411629773    1.2   3.11   
-2.8336718226056887    1.2   3.12   
-2.833204626807826    1.2   3.13   
-2.832735401026914    1.2   3.14   
-2.83226419208149    1.2   3.15   
-2.831791046352034    1.2   3.16   
-2.8313160097819248    1.2   3.17   
-2.8308391278784564    1.2   3.18   
-2.8303604457138793    1.2   3.19   
-2.829880007926508    1.2   3.2   
-2.829397858721852    1.2   3.21   
-2.828914041873797    1.2   3.22   
-2.8284286007258275    1.2   3.23   
-2.8279415781922927    1.2   3.24   
-2.8274530167596943    1.2   3.25   
-2.8269629584880467    1.2   3.26   
-2.8264714450122392    1.2   3.27   
-2.8259785175434646    1.2   3.28   
-2.8254842168706746    1.2   3.29   
-2.824988583362064    1.2   3.3   
-2.8244916569665994    1.2   3.31   
-2.823993477215592    1.2   3.32   
-2.8234940832242854    1.2   3.33   
-2.8229935136934854    1.2   3.34   
-2.822491806911231    1.2   3.35   
-2.821989000754492    1.2   3.36   
-2.821485132690893    1.2   3.37   
-2.8209802397804764    1.2   3.38   
-2.8204743586774907    1.2   3.39   
-2.8199675256322143    1.2   3.4   
-2.8588103852623132    1.21   2.4   
-2.858659472882418    1.21   2.41   
-2.858502243988635    1.21   2.42   
-2.858338772139428    1.21   2.43   
-2.8581691305540105    1.21   2.44   
-2.857993392109321    1.21   2.45   
-2.857811629337042    1.21   2.46   
-2.8576239144206674    1.21   2.47   
-2.857430319192656    1.21   2.48   
-2.857230915131609    1.21   2.49   
-2.857025773359517    1.21   2.5   
-2.856814964639083    1.21   2.51   
-2.8565985593710623    1.21   2.52   
-2.8563766275916977    1.21   2.53   
-2.8561492389702003    1.21   2.54   
-2.855916462806273    1.21   2.55   
-2.8556783680277094    1.21   2.56   
-2.8554350231880457    1.21   2.57   
-2.8551864964642695    1.21   2.58   
-2.8549328556545848    1.21   2.59   
-2.854674168176235    1.21   2.6   
-2.8544105010633887    1.21   2.61   
-2.854141920965074    1.21   2.62   
-2.853868494143192    1.21   2.63   
-2.853590286470546    1.21   2.64   
-2.8533073634289945    1.21   2.65   
-2.853019790107584    1.21   2.66   
-2.852727631200814    1.21   2.67   
-2.8524309510069044    1.21   2.68   
-2.8521298134261523    1.21   2.69   
-2.8518242819593453    1.21   2.7   
-2.851514419706205    1.21   2.71   
-2.851200289363932    1.21   2.72   
-2.850881953225771    1.21   2.73   
-2.8505594731796595    1.21   2.74   
-2.8502329107069113    1.21   2.75   
-2.8499023268809855    1.21   2.76   
-2.849567782366285    1.21   2.77   
-2.849229337417035    1.21   2.78   
-2.848887051270535    1.21   2.79   
-2.8485409845965908    1.21   2.8   
-2.848191195778213    1.21   2.81   
-2.847837743418756    1.21   2.82   
-2.847480685706605    1.21   2.83   
-2.8471200804143684    1.21   2.84   
-2.8467559848981643    1.21   2.85   
-2.846388456096933    1.21   2.86   
-2.846017550531813    1.21   2.87   
-2.845643324305584    1.21   2.88   
-2.845265833102155    1.21   2.89   
-2.8448851321860973    1.21   2.9   
-2.844501276402265    1.21   2.91   
-2.844114320175425    1.21   2.92   
-2.84372431750998    1.21   2.93   
-2.843331321989726    1.21   2.94   
-2.8429353867776648    1.21   2.95   
-2.8425365646158687    1.21   2.96   
-2.8421349078254052    1.21   2.97   
-2.84173046830631    1.21   2.98   
-2.8413232975376004    1.21   2.99   
-2.840913446577365    1.21   3.0   
-2.8405009660628746    1.21   3.01   
-2.8400859062107675    1.21   3.02   
-2.8396683168172707    1.21   3.03   
-2.839248247258481    1.21   3.04   
-2.8388257464906816    1.21   3.05   
-2.838400863050723    1.21   3.06   
-2.8379736450564383    1.21   3.07   
-2.837544140207117    1.21   3.08   
-2.8371123957840125    1.21   3.09   
-2.836678458650914    1.21   3.1   
-2.836242375254751    1.21   3.11   
-2.835804191626244    1.21   3.12   
-2.8353639533806008    1.21   3.13   
-2.834921705718276    1.21   3.14   
-2.8344774934257333    1.21   3.15   
-2.834031360876299    1.21   3.16   
-2.833583352031011    1.21   3.17   
-2.8331335104395605    1.21   3.18   
-2.832681879241222    1.21   3.19   
-2.8322285011658686    1.21   3.2   
-2.8317734185349988    1.21   3.21   
-2.8313166732628243    1.21   3.22   
-2.8308583068573765    1.21   3.23   
-2.8303983604216643    1.21   3.24   
-2.8299368746548663    1.21   3.25   
-2.829473889853564    1.21   3.26   
-2.829009445913007    1.21   3.27   
-2.8285435823284075    1.21   3.28   
-2.8280763381962903    1.21   3.29   
-2.827607752215862    1.21   3.3   
-2.827137862690412    1.21   3.31   
-2.8266667075287586    1.21   3.32   
-2.8261943242467154    1.21   3.33   
-2.8257207499686077    1.21   3.34   
-2.8252460214287956    1.21   3.35   
-2.824770174973251    1.21   3.36   
-2.8242932465611537    1.21   3.37   
-2.8238152717665153    1.21   3.38   
-2.8233362857798414    1.21   3.39   
-2.8228563234098085    1.21   3.4   
-2.859184065549745    1.22   2.4   
-2.859050808641556    1.22   2.41   
-2.858911465321441    1.22   2.42   
-2.8587661053779705    1.22   2.43   
-2.8586147982843615    1.22   2.44   
-2.8584576131955126    1.22   2.45   
-2.8582946189451213    1.22   2.46   
-2.8581258840428356    1.22   2.47   
-2.8579514766714667    1.22   2.48   
-2.8577714646842636    1.22   2.49   
-2.857585915602232    1.22   2.5   
-2.8573948966115092    1.22   2.51   
-2.8571984745608137    1.22   2.52   
-2.856996715958916    1.22   2.53   
-2.8567896869721867    1.22   2.54   
-2.8565774534222097    1.22   2.55   
-2.856360080783417    1.22   2.56   
-2.856137634180815    1.22   2.57   
-2.855910178387741    1.22   2.58   
-2.855677777823692    1.22   2.59   
-2.8554404965521933    1.22   2.6   
-2.8551983982787412    1.22   2.61   
-2.854951546348779    1.22   2.62   
-2.8547000037457617    1.22   2.63   
-2.8544438330892308    1.22   2.64   
-2.854183096632989    1.22   2.65   
-2.8539178562633056    1.22   2.66   
-2.8536481734971852    1.22   2.67   
-2.8533741094806846    1.22   2.68   
-2.8530957249873032    1.22   2.69   
-2.852813080416414    1.22   2.7   
-2.852526235791743    1.22   2.71   
-2.8522352507599305    1.22   2.72   
-2.8519401845891257    1.22   2.73   
-2.851641096167644    1.22   2.74   
-2.851338044002675    1.22   2.75   
-2.8510310856214325    1.22   2.76   
-2.8507202799872444    1.22   2.77   
-2.850405683831423    1.22   2.78   
-2.8500873541249168    1.22   2.79   
-2.849765347451941    1.22   2.8   
-2.849439720009017    1.22   2.81   
-2.849110527604069    1.22   2.82   
-2.848777825655571    1.22   2.83   
-2.848441669191759    1.22   2.84   
-2.8481021128498782    1.22   2.85   
-2.8477592108754934    1.22   2.86   
-2.847413017121863    1.22   2.87   
-2.847063585049339    1.22   2.88   
-2.846710967724861    1.22   2.89   
-2.8463552178214413    1.22   2.9   
-2.8459963876177787    1.22   2.91   
-2.84563452899785    1.22   2.92   
-2.8452696934506103    1.22   2.93   
-2.844901932069704    1.22   2.94   
-2.8445312955532485    1.22   2.95   
-2.844157834203666    1.22   2.96   
-2.8437815979275625    1.22   2.97   
-2.843402636235642    1.22   2.98   
-2.843020998242701    1.22   2.99   
-2.842636732667647    1.22   3.0   
-2.8422498878335722    1.22   3.01   
-2.8418605116678672    1.22   3.02   
-2.8414686517024124    1.22   3.03   
-2.8410743550737707    1.22   3.04   
-2.8406776685234623    1.22   3.05   
-2.8402786383982748    1.22   3.06   
-2.8398773106506163    1.22   3.07   
-2.8394737308389097    1.22   3.08   
-2.8390679441280477    1.22   3.09   
-2.8386599952898712    1.22   3.1   
-2.8382499287037093    1.22   3.11   
-2.837837788356952    1.22   3.12   
-2.8374236178456633    1.22   3.13   
-2.837007460375255    1.22   3.14   
-2.8365893587611732    1.22   3.15   
-2.836169355429653    1.22   3.16   
-2.835747492418495    1.22   3.17   
-2.8353238113778914    1.22   3.18   
-2.8348983535712864    1.22   3.19   
-2.8344711598762844    1.22   3.2   
-2.8340422707855772    1.22   3.21   
-2.8336117264079403    1.22   3.22   
-2.833179566469224    1.22   3.23   
-2.832745830313426    1.22   3.24   
-2.8323105569037645    1.22   3.25   
-2.831873784823808    1.22   3.26   
-2.8314355522786325    1.22   3.27   
-2.8309958970960047    1.22   3.28   
-2.830554856727613    1.22   3.29   
-2.8301124682503294    1.22   3.3   
-2.829668768367491    1.22   3.31   
-2.8292237934102284    1.22   3.32   
-2.828777579338816    1.22   3.33   
-2.828330161744059    1.22   3.34   
-2.8278815758486977    1.22   3.35   
-2.8274318565088605    1.22   3.36   
-2.8269810382155374    1.22   3.37   
-2.826529155096065    1.22   3.38   
-2.826076240915674    1.22   3.39   
-2.825622329079022    1.22   3.4   
-2.859523619320364    1.23   2.4   
-2.859407231698644    1.23   2.41   
-2.8592849828001645    1.23   2.42   
-2.859156938768273    1.23   2.43   
-2.859023165454116    1.23   2.44   
-2.858883728413741    1.23   2.45   
-2.8587386929052974    1.23   2.46   
-2.858588123886257    1.23   2.47   
-2.858432086010698    1.23   2.48   
-2.8582706436266516    1.23   2.49   
-2.8581038607734874    1.23   2.5   
-2.8579318011793555    1.23   2.51   
-2.857754528258693    1.23   2.52   
-2.8575721051097642    1.23   2.53   
-2.85738459451227    1.23   2.54   
-2.8571920589250053    1.23   2.55   
-2.8569945604835656    1.23   2.56   
-2.8567921609981135    1.23   2.57   
-2.856584921951193    1.23   2.58   
-2.8563729044956068    1.23   2.59   
-2.856156169452335    1.23   2.6   
-2.8559347773085055    1.23   2.61   
-2.855708788215441    1.23   2.62   
-2.8554782619867334    1.23   2.63   
-2.8552432580963782    1.23   2.64   
-2.855003835676981    1.23   2.65   
-2.8547600535179853    1.23   2.66   
-2.8545119700639807    1.23   2.67   
-2.8542596434130534    1.23   2.68   
-2.854003131315193    1.23   2.69   
-2.85374249117075    1.23   2.7   
-2.8534777800289426    1.23   2.71   
-2.8532090545864306    1.23   2.72   
-2.852936370597599    1.23   2.73   
-2.852659785252283    1.23   2.74   
-2.852379353566438    1.23   2.75   
-2.852095130813198    1.23   2.76   
-2.8518071719067644    1.23   2.77   
-2.8515155314012723    1.23   2.78   
-2.8512202634897394    1.23   2.79   
-2.85092142200304    1.23   2.8   
-2.850619060408955    1.23   2.81   
-2.8503132318112527    1.23   2.82   
-2.8500039889488424    1.23   2.83   
-2.849691384194952    1.23   2.84   
-2.8493754695563864    1.23   2.85   
-2.8490562966728192    1.23   2.86   
-2.848733916816134    1.23   2.87   
-2.848408380889831    1.23   2.88   
-2.8480797394284565    1.23   2.89   
-2.8477480425971233    1.23   2.9   
-2.847413340191035    1.23   2.91   
-2.847075681635092    1.23   2.92   
-2.8467351159835323    1.23   2.93   
-2.846391691919632    1.23   2.94   
-2.8460454577554333    1.23   2.95   
-2.845696461431543    1.23   2.96   
-2.8453447505169613    1.23   2.97   
-2.8449903722089775    1.23   2.98   
-2.844633373333088    1.23   2.99   
-2.844273800342981    1.23   3.0   
-2.843911699320547    1.23   3.01   
-2.8435471159759675    1.23   3.02   
-2.8431800956478064    1.23   3.03   
-2.8428106833031856    1.23   3.04   
-2.842438923537977    1.23   3.05   
-2.8420648605770493    1.23   3.06   
-2.8416885382745614    1.23   3.07   
-2.841310000114295    1.23   3.08   
-2.840929289210024    1.23   3.09   
-2.840546448305935    1.23   3.1   
-2.8401615197770864    1.23   3.11   
-2.8397745456299113    1.23   3.12   
-2.8393855675027417    1.23   3.13   
-2.8389946266664094    1.23   3.14   
-2.8386017640248498    1.23   3.15   
-2.838207020115768    1.23   3.16   
-2.837810435111331    1.23   3.17   
-2.8374120488189036    1.23   3.18   
-2.837011900681824    1.23   3.19   
-2.836610029780211    1.23   3.2   
-2.8362064748318008    1.23   3.21   
-2.835801274192844    1.23   3.22   
-2.83539446585901    1.23   3.23   
-2.834986087466339    1.23   3.24   
-2.834576176292231    1.23   3.25   
-2.834164769256464    1.23   3.26   
-2.833751902922243    1.23   3.27   
-2.833337613497288    1.23   3.28   
-2.832921936834943    1.23   3.29   
-2.832504908435337    1.23   3.3   
-2.832086563446543    1.23   3.31   
-2.8316669366658003    1.23   3.32   
-2.8312460625407576    1.23   3.33   
-2.8308239751707145    1.23   3.34   
-2.8304007083079488    1.23   3.35   
-2.829976295359018    1.23   3.36   
-2.8295507693861204    1.23   3.37   
-2.8291241631084603    1.23   3.38   
-2.828696508903673    1.23   3.39   
-2.828267838809231    1.23   3.4   
-2.8598297953751737    1.24   2.4   
-2.8597295062965054    1.24   2.41   
-2.8596235761847217    1.24   2.42   
-2.859512067659761    1.24   2.43   
-2.859395043071766    1.24   2.44   
-2.85927256449827    1.24   2.45   
-2.85914469374145    1.24   2.46   
-2.859011492325422    1.24   2.47   
-2.8588730214935945    1.24   2.48   
-2.8587293422060704    1.24   2.49   
-2.8585805151370938    1.24   2.5   
-2.85842660067256    1.24   2.51   
-2.858267658907563    1.24   2.52   
-2.8581037496440063    1.24   2.53   
-2.8579349323882637    1.24   2.54   
-2.857761266348873    1.24   2.55   
-2.8575828104343164    1.24   2.56   
-2.8573996232508128    1.24   2.57   
-2.857211763100189    1.24   2.58   
-2.8570192879777965    1.24   2.59   
-2.85682225557047    1.24   2.6   
-2.856620723254553    1.24   2.61   
-2.8564147480939517    1.24   2.62   
-2.8562043868382685    1.24   2.63   
-2.8559896959209663    1.24   2.64   
-2.855770731457593    1.24   2.65   
-2.8555475492440587    1.24   2.66   
-2.855320204754945    1.24   2.67   
-2.8550887531419047    1.24   2.68   
-2.854853248628713    1.24   2.69   
-2.8546137469486874    1.24   2.7   
-2.8543703016457505    1.24   2.71   
-2.8541229665645855    1.24   2.72   
-2.8538717952195816    1.24   2.73   
-2.8536168407935207    1.24   2.74   
-2.8533581561363097    1.24   2.75   
-2.8530957937637598    1.24   2.76   
-2.8528298058564197    1.24   2.77   
-2.852560244258472    1.24   2.78   
-2.852287160476649    1.24   2.79   
-2.852010605679229    1.24   2.8   
-2.8517306306950605    1.24   2.81   
-2.851447286012661    1.24   2.82   
-2.851160621779327    1.24   2.83   
-2.8508706878003363    1.24   2.84   
-2.8505775335381625    1.24   2.85   
-2.850281208111764    1.24   2.86   
-2.8499817602959046    1.24   2.87   
-2.8496792385205314    1.24   2.88   
-2.8493736908701948    1.24   2.89   
-2.849065165083531    1.24   2.9   
-2.8487537085527563    1.24   2.91   
-2.848439368323256    1.24   2.92   
-2.848122191093176    1.24   2.93   
-2.847802223213099    1.24   2.94   
-2.8474795106857296    1.24   2.95   
-2.847154099165655    1.24   2.96   
-2.8468260339591382    1.24   2.97   
-2.8464953600239453    1.24   2.98   
-2.846162121969253    1.24   2.99   
-2.8458263640555446    1.24   3.0   
-2.845488130194612    1.24   3.01   
-2.8451474639495555    1.24   3.02   
-2.844804408534838    1.24   3.03   
-2.8444590068163924    1.24   3.04   
-2.844111301311766    1.24   3.05   
-2.8437613341902948    1.24   3.06   
-2.843409147273341    1.24   3.07   
-2.843054782034552    1.24   3.08   
-2.8426982796001625    1.24   3.09   
-2.842339680749356    1.24   3.1   
-2.841979025914635    1.24   3.11   
-2.841616355182253    1.24   3.12   
-2.841251708292681    1.24   3.13   
-2.8408851246411015    1.24   3.14   
-2.840516643277951    1.24   3.15   
-2.8401463029095004    1.24   3.16   
-2.839774141898462    1.24   3.17   
-2.8394001982646366    1.24   3.18   
-2.839024509685602    1.24   3.19   
-2.8386471134974376    1.24   3.2   
-2.8382680466954615    1.24   3.21   
-2.837887345935033    1.24   3.22   
-2.8375050475323773    1.24   3.23   
-2.8371211874654176    1.24   3.24   
-2.836735801374689    1.24   3.25   
-2.836348924564238    1.24   3.26   
-2.835960592002579    1.24   3.27   
-2.83557083832368    1.24   3.28   
-2.8351796978279675    1.24   3.29   
-2.8347872044833697    1.24   3.3   
-2.8343933919263837    1.24   3.31   
-2.8339982934631873    1.24   3.32   
-2.8336019420707443    1.24   3.33   
-2.8332043703979806    1.24   3.34   
-2.8328056107669597    1.24   3.35   
-2.832405695174078    1.24   3.36   
-2.8320046552913247    1.24   3.37   
-2.8316025221130205    1.24   3.38   
-2.83119932739474    1.24   3.39   
-2.830795101467703    1.24   3.4   
-2.8601033260645385    1.25   2.4   
-2.860018379892784    1.25   2.41   
-2.8599280081136587    1.25   2.42   
-2.859832269942712    1.25   2.43   
-2.8597312243473794    1.25   2.44   
-2.8596249300442165    1.25   2.45   
-2.859513445496237    1.25   2.46   
-2.859396828910252    1.25   2.47   
-2.859275138234289    1.25   2.48   
-2.859148431155041    1.25   2.49   
-2.8590167650953835    1.25   2.5   
-2.858880197211927    1.25   2.51   
-2.858738784392615    1.25   2.52   
-2.8585925832543935    1.25   2.53   
-2.8584416501409082    1.25   2.54   
-2.858286041120258    1.25   2.55   
-2.8581258119828066    1.25   2.56   
-2.8579610182390196    1.25   2.57   
-2.8577917151173855    1.25   2.58   
-2.857617957562362    1.25   2.59   
-2.8574398002323664    1.25   2.6   
-2.8572572974978483    1.25   2.61   
-2.857070503439373    1.25   2.62   
-2.8568794718457777    1.25   2.63   
-2.856684256212368    1.25   2.64   
-2.8564849091233855    1.25   2.65   
-2.8562814847385667    1.25   2.66   
-2.8560740350206726    1.25   2.67   
-2.8558626122738806    1.25   2.68   
-2.855647268500587    1.25   2.69   
-2.855428055399884    1.25   2.7   
-2.8552050243661125    1.25   2.71   
-2.8549782264874604    1.25   2.72   
-2.854747712544592    1.25   2.73   
-2.8545135330093454    1.25   2.74   
-2.854275738043467    1.25   2.75   
-2.854034377497401    1.25   2.76   
-2.8537895009091265    1.25   2.77   
-2.8535411575030323    1.25   2.78   
-2.8532893961888557    1.25   2.79   
-2.8530342655606553    1.25   2.8   
-2.8527758138958497    1.25   2.81   
-2.852514089154268    1.25   2.82   
-2.852249138977291    1.25   2.83   
-2.851981010687006    1.25   2.84   
-2.8517097512854326    1.25   2.85   
